name,label
Training/Happy/00000693.jpg,Happy
Training/Happy/00016308.jpg,Happy
Training/Happy/00003216.jpg,Happy
Training/Happy/00024488.jpg,Happy
Training/Happy/00019592.jpg,Happy
Training/Happy/00006691.jpg,Happy
Training/Happy/00011868.jpg,Happy
Training/Happy/00019056.jpg,Happy
Training/Happy/00007808.jpg,Happy
Training/Happy/00008303.jpg,Happy
Training/Happy/00008284.jpg,Happy
Training/Happy/00033723.jpg,Happy
Training/Happy/00002645.jpg,Happy
Training/Happy/00013744.jpg,Happy
Training/Happy/00026458.jpg,Happy
Training/Happy/00000408.jpg,Happy
Training/Happy/00027813.jpg,Happy
Training/Happy/00019620.jpg,Happy
Training/Happy/00034466.jpg,Happy
Training/Happy/00032536.jpg,Happy
Training/Happy/00003647.jpg,Happy
Training/Happy/00008836.jpg,Happy
Training/Happy/00024199.jpg,Happy
Training/Happy/00017968.jpg,Happy
Training/Happy/00033480.jpg,Happy
Training/Happy/00018188.jpg,Happy
Training/Happy/00003069.jpg,Happy
Training/Happy/00000641.jpg,Happy
Training/Happy/00005438.jpg,Happy
Training/Happy/00026371.jpg,Happy
Training/Happy/00006175.jpg,Happy
Training/Happy/00022364.jpg,Happy
Training/Happy/00025533.jpg,Happy
Training/Happy/00002110.jpg,Happy
Training/Happy/00023248.jpg,Happy
Training/Happy/00008559.jpg,Happy
Training/Happy/00006985.jpg,Happy
Training/Happy/00028249.jpg,Happy
Training/Happy/00023451.jpg,Happy
Training/Happy/00020612.jpg,Happy
Training/Happy/00026836.jpg,Happy
Training/Happy/00001266.jpg,Happy
Training/Happy/00024910.jpg,Happy
Training/Happy/00035454.jpg,Happy
Training/Happy/00006844.jpg,Happy
Training/Happy/00002867.jpg,Happy
Training/Happy/00028214.jpg,Happy
Training/Happy/00026694.jpg,Happy
Training/Happy/00022524.jpg,Happy
Training/Happy/00001699.jpg,Happy
Training/Happy/00010587.jpg,Happy
Training/Happy/00017789.jpg,Happy
Training/Happy/00002141.jpg,Happy
Training/Happy/00033442.jpg,Happy
Training/Happy/00020973.jpg,Happy
Training/Happy/00015992.jpg,Happy
Training/Happy/00033704.jpg,Happy
Training/Happy/00011253.jpg,Happy
Training/Happy/00023667.jpg,Happy
Training/Happy/00022622.jpg,Happy
Training/Happy/00010783.jpg,Happy
Training/Happy/00035180.jpg,Happy
Training/Happy/00005298.jpg,Happy
Training/Happy/00017950.jpg,Happy
Training/Happy/00009828.jpg,Happy
Training/Happy/00001690.jpg,Happy
Training/Happy/00005300.jpg,Happy
Training/Happy/00020930.jpg,Happy
Training/Happy/00021548.jpg,Happy
Training/Happy/00025453.jpg,Happy
Training/Happy/00006098.jpg,Happy
Training/Happy/00025804.jpg,Happy
Training/Happy/00001174.jpg,Happy
Training/Happy/00004512.jpg,Happy
Training/Happy/00014665.jpg,Happy
Training/Happy/00010000.jpg,Happy
Training/Happy/00010120.jpg,Happy
Training/Happy/00018634.jpg,Happy
Training/Happy/00015159.jpg,Happy
Training/Happy/00020865.jpg,Happy
Training/Happy/00022763.jpg,Happy
Training/Happy/00015548.jpg,Happy
Training/Happy/00019037.jpg,Happy
Training/Happy/00011658.jpg,Happy
Training/Happy/00021619.jpg,Happy
Training/Happy/00008227.jpg,Happy
Training/Happy/00011272.jpg,Happy
Training/Happy/00035501.jpg,Happy
Training/Happy/00007676.jpg,Happy
Training/Happy/00005176.jpg,Happy
Training/Happy/00018351.jpg,Happy
Training/Happy/00004148.jpg,Happy
Training/Happy/00011134.jpg,Happy
Training/Happy/00015059.jpg,Happy
Training/Happy/00002326.jpg,Happy
Training/Happy/00008322.jpg,Happy
Training/Happy/00013117.jpg,Happy
Training/Happy/00014876.jpg,Happy
Training/Happy/00004487.jpg,Happy
Training/Happy/00005420.jpg,Happy
Training/Happy/00019604.jpg,Happy
Training/Happy/00003496.jpg,Happy
Training/Happy/00021588.jpg,Happy
Training/Happy/00021247.jpg,Happy
Training/Happy/00012297.jpg,Happy
Training/Happy/00027367.jpg,Happy
Training/Happy/00011336.jpg,Happy
Training/Happy/00021238.jpg,Happy
Training/Happy/00014504.jpg,Happy
Training/Happy/00021940.jpg,Happy
Training/Happy/00013609.jpg,Happy
Training/Happy/00001130.jpg,Happy
Training/Happy/00007813.jpg,Happy
Training/Happy/00008563.jpg,Happy
Training/Happy/00024409.jpg,Happy
Training/Happy/00007201.jpg,Happy
Training/Happy/00014437.jpg,Happy
Training/Happy/00004993.jpg,Happy
Training/Happy/00009978.jpg,Happy
Training/Happy/00022380.jpg,Happy
Training/Happy/00025747.jpg,Happy
Training/Happy/00010615.jpg,Happy
Training/Happy/00033769.jpg,Happy
Training/Happy/00021089.jpg,Happy
Training/Happy/00016058.jpg,Happy
Training/Happy/00023865.jpg,Happy
Training/Happy/00003867.jpg,Happy
Training/Happy/00020059.jpg,Happy
